"App","AppID","Product","ProductKey","Country","CountryCode","LocalPrice","Currency","FormattedPrice","CNY","USD","ExchangeRate","RateAsOf","FetchedAt","Status","MatchStatus","SourceURL","QueryComplete","RecordType","MatchEvidence","Type","Period","Issues","Coverage","QueryStartedAt","CompletedRegions","TotalRegions"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","阿塞拜疆","az","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:29.628458Z","AVAILABLE","EXACT","https://apps.apple.com/az/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","波斯尼亚和黑塞哥维那","ba","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:24:36.419216Z","AVAILABLE","EXACT","https://apps.apple.com/ba/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","巴巴多斯","bb","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:32.230445Z","AVAILABLE","EXACT","https://apps.apple.com/bb/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","比利时","be","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:24:37.740955Z","AVAILABLE","EXACT","https://apps.apple.com/be/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","布基纳法索","bf","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:33.935831Z","AVAILABLE","EXACT","https://apps.apple.com/bf/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","保加利亚","bg","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:24:43.435044Z","AVAILABLE","EXACT","https://apps.apple.com/bg/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","巴林","bh","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:36.065487Z","AVAILABLE","EXACT","https://apps.apple.com/bh/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","贝宁","bj","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:43.469050Z","AVAILABLE","EXACT","https://apps.apple.com/bj/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","百慕大","bm","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:38.812032Z","AVAILABLE","EXACT","https://apps.apple.com/bm/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","文莱","bn","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:43.106742Z","AVAILABLE","EXACT","https://apps.apple.com/bn/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","玻利维亚","bo","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:43.232982Z","AVAILABLE","EXACT","https://apps.apple.com/bo/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","巴西","br","0","BRL","Free","0","0","","2026-09-15","2026-09-16T02:24:43.156543Z","AVAILABLE","EXACT","https://apps.apple.com/br/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","巴哈马","bs","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:40.873062Z","AVAILABLE","EXACT","https://apps.apple.com/bs/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","不丹","bt","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:42.988409Z","AVAILABLE","EXACT","https://apps.apple.com/bt/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","博茨瓦纳","bw","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:53.355378Z","AVAILABLE","EXACT","https://apps.apple.com/bw/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","白俄罗斯","by","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:45.107115Z","AVAILABLE","EXACT","https://apps.apple.com/by/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","伯利兹","bz","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:49.123519Z","AVAILABLE","EXACT","https://apps.apple.com/bz/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","加拿大","ca","0","CAD","Free","0","0","","2026-09-15","2026-09-16T02:24:18.105753Z","AVAILABLE","EXACT","https://apps.apple.com/ca/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","刚果（金）","cd","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:52.970231Z","AVAILABLE","EXACT","https://apps.apple.com/cd/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","刚果（布）","cg","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:50.522846Z","AVAILABLE","EXACT","https://apps.apple.com/cg/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","瑞士","ch","0","CHF","Free","0","0","","2026-09-15","2026-09-16T02:24:47.795948Z","AVAILABLE","EXACT","https://apps.apple.com/ch/app/schwebende-uhr/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","科特迪瓦","ci","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:53.534236Z","AVAILABLE","EXACT","https://apps.apple.com/ci/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","智利","cl","0","CLP","Free","0","0","","2026-09-15","2026-09-16T02:24:53.252749Z","AVAILABLE","EXACT","https://apps.apple.com/cl/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","喀麦隆","cm","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:57.501464Z","AVAILABLE","EXACT","https://apps.apple.com/cm/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","中国大陆","cn","0","CNY","Free","0","0","","2026-09-15","2026-09-16T02:24:09.186123Z","AVAILABLE","EXACT","https://apps.apple.com/cn/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","哥伦比亚","co","0","COP","Free","0","0","","2026-09-15","2026-09-16T02:24:52.973830Z","AVAILABLE","EXACT","https://apps.apple.com/co/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","哥斯达黎加","cr","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:01.060517Z","AVAILABLE","EXACT","https://apps.apple.com/cr/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","佛得角","cv","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:03.267620Z","AVAILABLE","EXACT","https://apps.apple.com/cv/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","塞浦路斯","cy","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:03.187076Z","AVAILABLE","EXACT","https://apps.apple.com/cy/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","捷克","cz","0","CZK","Free","0","0","","2026-09-15","2026-09-16T02:25:04.428011Z","AVAILABLE","EXACT","https://apps.apple.com/cz/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","德国","de","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:24:23.685349Z","AVAILABLE","EXACT","https://apps.apple.com/de/app/schwebende-uhr/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","丹麦","dk","0","DKK","Free","0","0","","2026-09-15","2026-09-16T02:24:59.726794Z","AVAILABLE","EXACT","https://apps.apple.com/dk/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","多米尼克","dm","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:03.003239Z","AVAILABLE","EXACT","https://apps.apple.com/dm/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","多米尼加共和国","do","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:02.894164Z","AVAILABLE","EXACT","https://apps.apple.com/do/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","阿尔及利亚","dz","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:07.255667Z","AVAILABLE","EXACT","https://apps.apple.com/dz/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","厄瓜多尔","ec","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:06.606821Z","AVAILABLE","EXACT","https://apps.apple.com/ec/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","爱沙尼亚","ee","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:12.009938Z","AVAILABLE","EXACT","https://apps.apple.com/ee/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","埃及","eg","0","EGP","Free","0","0","","2026-09-15","2026-09-16T02:25:14.714348Z","AVAILABLE","EXACT","https://apps.apple.com/eg/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","西班牙","es","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:14.854413Z","AVAILABLE","EXACT","https://apps.apple.com/es/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","芬兰","fi","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:11.872576Z","AVAILABLE","EXACT","https://apps.apple.com/fi/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","斐济","fj","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:09.500729Z","AVAILABLE","EXACT","https://apps.apple.com/fj/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","密克罗尼西亚","fm","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:13.750737Z","AVAILABLE","EXACT","https://apps.apple.com/fm/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","法国","fr","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:24:30.969349Z","AVAILABLE","EXACT","https://apps.apple.com/fr/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","加蓬","ga","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:12.287745Z","AVAILABLE","EXACT","https://apps.apple.com/ga/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","英国","gb","0","GBP","Free","0","0","","2026-09-15","2026-09-16T02:24:20.311044Z","AVAILABLE","EXACT","https://apps.apple.com/gb/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","格林纳达","gd","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:13.163373Z","AVAILABLE","EXACT","https://apps.apple.com/gd/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","格鲁吉亚","ge","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:19.634686Z","AVAILABLE","EXACT","https://apps.apple.com/ge/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","加纳","gh","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:18.080270Z","AVAILABLE","EXACT","https://apps.apple.com/gh/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","冈比亚","gm","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:20.496387Z","AVAILABLE","EXACT","https://apps.apple.com/gm/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","希腊","gr","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:16.369197Z","AVAILABLE","EXACT","https://apps.apple.com/gr/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","危地马拉","gt","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:20.742280Z","AVAILABLE","EXACT","https://apps.apple.com/gt/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","几内亚比绍","gw","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:25.332189Z","AVAILABLE","EXACT","https://apps.apple.com/gw/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","圭亚那","gy","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:18.131441Z","AVAILABLE","EXACT","https://apps.apple.com/gy/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","香港","hk","0","HKD","Free","0","0","","2026-09-15","2026-09-16T02:24:12.885638Z","AVAILABLE","EXACT","https://apps.apple.com/hk/app/%E6%87%B8%E6%B5%AE%E6%99%82%E9%90%98/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","洪都拉斯","hn","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:19.539151Z","AVAILABLE","EXACT","https://apps.apple.com/hn/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","克罗地亚","hr","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:24.031187Z","AVAILABLE","EXACT","https://apps.apple.com/hr/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","匈牙利","hu","0","HUF","Free","0","0","","2026-09-15","2026-09-16T02:25:21.010847Z","AVAILABLE","EXACT","https://apps.apple.com/hu/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","印度尼西亚","id","0","IDR","Free","0","0","","2026-09-15","2026-09-16T02:24:12.180142Z","AVAILABLE","EXACT","https://apps.apple.com/id/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","爱尔兰","ie","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:27.536116Z","AVAILABLE","EXACT","https://apps.apple.com/ie/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","以色列","il","0","ILS","Free","0","0","","2026-09-15","2026-09-16T02:25:28.570242Z","AVAILABLE","EXACT","https://apps.apple.com/il/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","印度","in","0","INR","Free","0","0","","2026-09-15","2026-09-16T02:24:16.746402Z","AVAILABLE","EXACT","https://apps.apple.com/in/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","伊拉克","iq","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:24.059674Z","AVAILABLE","EXACT","https://apps.apple.com/iq/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","冰岛","is","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:26.257902Z","AVAILABLE","EXACT","https://apps.apple.com/is/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","意大利","it","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:25:30.305035Z","AVAILABLE","EXACT","https://apps.apple.com/it/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","牙买加","jm","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:26.861467Z","AVAILABLE","EXACT","https://apps.apple.com/jm/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","约旦","jo","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:34.618216Z","AVAILABLE","EXACT","https://apps.apple.com/jo/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","日本","jp","0","JPY","Free","0","0","","2026-09-15","2026-09-16T02:24:13.124929Z","AVAILABLE","EXACT","https://apps.apple.com/jp/app/%E3%83%95%E3%83%AD%E3%83%BC%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E6%99%82%E8%A8%88/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","肯尼亚","ke","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:36.114139Z","AVAILABLE","EXACT","https://apps.apple.com/ke/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","吉尔吉斯斯坦","kg","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:28.740437Z","AVAILABLE","EXACT","https://apps.apple.com/kg/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","柬埔寨","kh","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:30.079506Z","AVAILABLE","EXACT","https://apps.apple.com/kh/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","圣基茨和尼维斯","kn","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:25:31.782741Z","AVAILABLE","EXACT","https://apps.apple.com/kn/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
